"sex","age","edu","marital","income","ls","trust","nofriend","smoke","alcabuse","wkabint","englang","height","weight"
"MALE",33,"PRIMARY/NO EDUCATION","MARRIED",0,"MOSTLY DISSATISFIED","IT`S DIFFICULT TO TELL",0,"YES","YES","NO","NONE",178,83
"FEMALE",86,"PRIMARY/NO EDUCATION","MARRIED",870,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",148,43
"MALE",46,"POST-SECONDARY OR HIGHER","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",187,85
"FEMALE",56,"PRIMARY/NO EDUCATION","MARRIED",450,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",164,73
"FEMALE",38,"POST-SECONDARY OR HIGHER","MARRIED",1500,"DELIGHTED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","NONE",160,56
"FEMALE",25,"POST-SECONDARY OR HIGHER","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","PASSIVE",169,65
"FEMALE",19,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",162,65
"MALE",27,"POST-SECONDARY OR HIGHER","SINGLE",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","ACTIVE",182,68
"MALE",55,"POST-SECONDARY OR HIGHER","MARRIED",5000,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",182,76
"FEMALE",53,"SECONDARY","MARRIED",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",164,60
"FEMALE",36,"POST-SECONDARY OR HIGHER","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","PASSIVE",163,85
"FEMALE",40,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",171,74
"MALE",52,"POST-SECONDARY OR HIGHER","MARRIED",2500,"PLEASED","MOST PEOPLE CAN BE TRUSTED",5,"YES","YES","NO","ACTIVE",178,82
"FEMALE",23,"POST-SECONDARY OR HIGHER","SINGLE",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","ACTIVE",164,60
"MALE",36,"VOCATIONAL/GRAMMAR","MARRIED",200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",189,92
"MALE",56,"VOCATIONAL/GRAMMAR","SINGLE",0,"MIXED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","NONE",165,85
"MALE",51,"PRIMARY/NO EDUCATION","DIVORCED",700,"MIXED","ONE CAN`T BE TOO CAREFUL",1,"YES","YES","YES","NONE",182,100
"FEMALE",20,"VOCATIONAL/GRAMMAR","SINGLE",0,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"YES","YES","NO","PASSIVE",150,45
"FEMALE",64,"PRIMARY/NO EDUCATION","MARRIED",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",160,69
"FEMALE",26,"POST-SECONDARY OR HIGHER","SINGLE",3200,"DELIGHTED","MOST PEOPLE CAN BE TRUSTED",6,"YES","NO","NO","NONE",170,54
"FEMALE",56,"SECONDARY","WIDOWED",540,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",6,"NO","YES","NO","NONE",158,73
"MALE",63,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",163,72
"FEMALE",54,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",1,"YES","NO","NO","NONE",154,45
"MALE",52,"PRIMARY/NO EDUCATION","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",175,105
"MALE",61,"PRIMARY/NO EDUCATION","MARRIED",2800,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",160,80
"FEMALE",53,"SECONDARY","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","PASSIVE",160,70
"FEMALE",46,"SECONDARY","DIVORCED",1200,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",7,"NO","NO","YES","NONE",170,54
"FEMALE",69,"SECONDARY","WIDOWED",2500,"PLEASED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","NONE",164,58
"FEMALE",52,"VOCATIONAL/GRAMMAR","MARRIED",0,"MIXED","IT`S DIFFICULT TO TELL",10,"YES","NO","NO","NONE",155,63
"MALE",17,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","ACTIVE",183,70
"FEMALE",58,"PRIMARY/NO EDUCATION","MARRIED",1800,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",161,58
"FEMALE",64,"SECONDARY","MARRIED",1100,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","PASSIVE",158,58
"MALE",75,"SECONDARY","MARRIED",7500,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",4,"NO","NO","NO","NONE",181,82
"MALE",23,"SECONDARY","SINGLE",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",6,"NO","NO","NO","PASSIVE",170,70
"FEMALE",74,"PRIMARY/NO EDUCATION","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","YES","NONE",164,70
"FEMALE",77,"SECONDARY","MARRIED",1300,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",154,62
"FEMALE",77,"PRIMARY/NO EDUCATION","WIDOWED",720,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",176,94
"MALE",21,"SECONDARY","SINGLE",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",6,"NO","NO","YES","PASSIVE",178,60
"FEMALE",57,"SECONDARY","MARRIED",900,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","ACTIVE",160,70
"FEMALE",66,"PRIMARY/NO EDUCATION","WIDOWED",1100,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",158,52
"MALE",54,"VOCATIONAL/GRAMMAR","MARRIED",2000,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",175,99
"FEMALE",30,"SECONDARY","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","ACTIVE",166,70
"MALE",52,"VOCATIONAL/GRAMMAR","MARRIED",3300,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",182,100
"FEMALE",31,"POST-SECONDARY OR HIGHER","DIVORCED",500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",165,44
"MALE",24,"SECONDARY","SINGLE",1500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",176,85
"FEMALE",74,"PRIMARY/NO EDUCATION","WIDOWED",953,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",167,74
"MALE",48,"SECONDARY","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",182,70
"FEMALE",63,"POST-SECONDARY OR HIGHER","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",158,79
"FEMALE",53,"SECONDARY","MARRIED",1600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",176,90
"MALE",25,"SECONDARY","SINGLE",1000,"PLEASED","IT`S DIFFICULT TO TELL",10,"YES","NO","NO","NONE",197,105
"MALE",18,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","ACTIVE",183,79
"FEMALE",63,"VOCATIONAL/GRAMMAR","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",159,66
"MALE",21,"VOCATIONAL/GRAMMAR","SINGLE",0,"DELIGHTED","IT`S DIFFICULT TO TELL",11,"NO","NO","NO","ACTIVE",176,80
"FEMALE",54,"SECONDARY","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",158,100
"FEMALE",41,"SECONDARY","MARRIED",1100,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",174,70
"FEMALE",43,"POST-SECONDARY OR HIGHER","MARRIED",3700,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",152,75
"FEMALE",31,"SECONDARY","SINGLE",2000,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","YES","ACTIVE",173,59
"FEMALE",59,"PRIMARY/NO EDUCATION","WIDOWED",1100,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"YES","NO","NO","NONE",168,68
"FEMALE",42,"SECONDARY","MARRIED",2500,"MIXED","MOST PEOPLE CAN BE TRUSTED",8,"NO","NO","NO","NONE",170,60
"MALE",33,"VOCATIONAL/GRAMMAR","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",174,80
"FEMALE",34,"POST-SECONDARY OR HIGHER","MARRIED",8255,"PLEASED","MOST PEOPLE CAN BE TRUSTED",4,"NO","NO","NO","ACTIVE",164,71
"FEMALE",48,"VOCATIONAL/GRAMMAR","MARRIED",1600,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",156,75
"MALE",36,"PRIMARY/NO EDUCATION","MARRIED",980,"PLEASED","IT`S DIFFICULT TO TELL",1,"YES","NO","YES","NONE",167,70
"MALE",53,"PRIMARY/NO EDUCATION","DIVORCED",1500,"MOSTLY DISSATISFIED","MOST PEOPLE CAN BE TRUSTED",2,"YES","NO","YES","NONE",170,80
"FEMALE",66,"VOCATIONAL/GRAMMAR","MARRIED",2200,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",168,62
"MALE",33,"SECONDARY","MARRIED",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",178,90
"FEMALE",51,"POST-SECONDARY OR HIGHER","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",160,58
"FEMALE",55,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",162,60
"MALE",19,"VOCATIONAL/GRAMMAR","SINGLE",0,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",3,"YES","YES","NO","PASSIVE",170,60
"FEMALE",45,"VOCATIONAL/GRAMMAR","MARRIED",500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",15,"YES","NO","NO","NONE",156,58
"MALE",73,"PRIMARY/NO EDUCATION","MARRIED",1500,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",175,75
"MALE",63,"SECONDARY","MARRIED",630,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",165,70
"FEMALE",83,"SECONDARY","WIDOWED",1480,"PLEASED","ONE CAN`T BE TOO CAREFUL",14,"NO","NO","NO","NONE",162,80
"FEMALE",80,"PRIMARY/NO EDUCATION","MARRIED",1040,"MIXED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","NONE",150,64
"MALE",18,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",184,55
"MALE",84,"PRIMARY/NO EDUCATION","MARRIED",1500,"MIXED","ONE CAN`T BE TOO CAREFUL",27,"NO","NO","NO","NONE",165,68
"MALE",37,"POST-SECONDARY OR HIGHER","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","PASSIVE",176,95
"MALE",60,"POST-SECONDARY OR HIGHER","MARRIED",2700,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","NONE",192,145
"FEMALE",46,"VOCATIONAL/GRAMMAR","MARRIED",200,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",164,81
"FEMALE",41,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",4,"NO","NO","NO","NONE",165,82
"MALE",52,"PRIMARY/NO EDUCATION","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",175,87
"FEMALE",30,"POST-SECONDARY OR HIGHER","SINGLE",1100,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","ACTIVE",157,47
"FEMALE",58,"PRIMARY/NO EDUCATION","MARRIED",700,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",158,75
"FEMALE",27,"POST-SECONDARY OR HIGHER","SINGLE",0,"PLEASED","IT`S DIFFICULT TO TELL",2,"NO","NO","NO","ACTIVE",165,44
"MALE",42,"POST-SECONDARY OR HIGHER","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","YES","YES","ACTIVE",185,120
"FEMALE",67,"PRIMARY/NO EDUCATION","SINGLE",950,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",158,62
"FEMALE",60,"SECONDARY","MARRIED",1337,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",158,56
"FEMALE",92,"PRIMARY/NO EDUCATION","WIDOWED",850,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",160,56
"MALE",42,"VOCATIONAL/GRAMMAR","SINGLE",511,"UNHAPPY","ONE CAN`T BE TOO CAREFUL",0,"YES","NO","NO","NONE",174,64
"FEMALE",64,"SECONDARY","MARRIED",1050,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",20,"YES","NO","NO","NONE",165,75
"MALE",19,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",17,"NO","NO","NO","NONE",169,60
"FEMALE",34,"POST-SECONDARY OR HIGHER","MARRIED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",164,63
"MALE",37,"POST-SECONDARY OR HIGHER","MARRIED",6000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",5,"NO","NO","NO","ACTIVE",182,76
"MALE",73,"VOCATIONAL/GRAMMAR","DIVORCED",1400,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",170,106
"FEMALE",62,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",164,88
"MALE",55,"SECONDARY","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"YES","NO","NO","NONE",180,90
"MALE",82,"PRIMARY/NO EDUCATION","MARRIED",1000,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",165,60
"MALE",34,"VOCATIONAL/GRAMMAR","MARRIED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",177,82
"MALE",55,"POST-SECONDARY OR HIGHER","MARRIED",2800,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","ACTIVE",178,90
"MALE",75,"PRIMARY/NO EDUCATION","MARRIED",800,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",163,64
"FEMALE",62,"PRIMARY/NO EDUCATION","WIDOWED",1450,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"YES","NO","NO","NONE",160,75
"MALE",47,"SECONDARY","SINGLE",0,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",180,95
"MALE",34,"SECONDARY","MARRIED",2500,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",8,"NO","NO","NO","PASSIVE",182,99
"FEMALE",26,"POST-SECONDARY OR HIGHER","SINGLE",1500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","ACTIVE",159,56
"FEMALE",87,"PRIMARY/NO EDUCATION","WIDOWED",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",158,64
"FEMALE",16,"PRIMARY/NO EDUCATION","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",12,"NO","NO","NO","PASSIVE",168,60
"FEMALE",60,"VOCATIONAL/GRAMMAR","MARRIED",640,"MIXED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","NONE",165,90
"FEMALE",58,"SECONDARY","DIVORCED",4800,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",160,53
"FEMALE",41,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",30,"NO","NO","NO","NONE",168,83
"MALE",58,"VOCATIONAL/GRAMMAR","MARRIED",1100,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",10,"YES","NO","NO","NONE",174,75
"MALE",58,"POST-SECONDARY OR HIGHER","MARRIED",1300,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",20,"NO","YES","NO","NONE",174,89
"FEMALE",74,"PRIMARY/NO EDUCATION","WIDOWED",670,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",160,55
"MALE",30,"VOCATIONAL/GRAMMAR","MARRIED",2420,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"YES","YES","NO","NONE",175,78
"MALE",33,"SECONDARY","SINGLE",1300,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",2,"YES","NO","NO","PASSIVE",176,70
"MALE",24,"PRIMARY/NO EDUCATION","SINGLE",1600,"MIXED","ONE CAN`T BE TOO CAREFUL",1,"YES","NO","NO","NONE",180,76
"MALE",25,"SECONDARY","SINGLE",1800,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",4,"YES","NO","NO","PASSIVE",176,85
"MALE",25,"SECONDARY","SINGLE",2100,"PLEASED","IT`S DIFFICULT TO TELL",15,"NO","NO","NO","ACTIVE",178,85
"FEMALE",61,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MIXED","IT`S DIFFICULT TO TELL",0,"YES","YES","YES","NONE",160,82
"MALE",52,"VOCATIONAL/GRAMMAR","MARRIED",400,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",173,86
"FEMALE",78,"SECONDARY","WIDOWED",1480,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",165,62
"FEMALE",31,"POST-SECONDARY OR HIGHER","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",12,"NO","NO","NO","PASSIVE",156,60
"FEMALE",23,"POST-SECONDARY OR HIGHER","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","ACTIVE",168,52
"MALE",26,"POST-SECONDARY OR HIGHER","SINGLE",1600,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","PASSIVE",186,101
"FEMALE",43,"SECONDARY","MARRIED",700,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",165,74
"MALE",25,"SECONDARY","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","ACTIVE",176,78
"FEMALE",16,"PRIMARY/NO EDUCATION","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","ACTIVE",165,57
"FEMALE",51,"SECONDARY","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",156,58
"FEMALE",54,"POST-SECONDARY OR HIGHER","MARRIED",2200,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","ACTIVE",171,50
"FEMALE",40,"POST-SECONDARY OR HIGHER","MARRIED",2000,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","ACTIVE",160,75
"FEMALE",50,"PRIMARY/NO EDUCATION","DIVORCED",726,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",170,90
"MALE",17,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","YES","ACTIVE",180,78
"FEMALE",35,"VOCATIONAL/GRAMMAR","MARRIED",600,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",173,69
"FEMALE",31,"VOCATIONAL/GRAMMAR","MARRIED",1300,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",161,60
"FEMALE",29,"SECONDARY","MARRIED",1300,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","PASSIVE",163,64
"FEMALE",62,"VOCATIONAL/GRAMMAR","MARRIED",800,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",164,93
"MALE",55,"VOCATIONAL/GRAMMAR","MARRIED",700,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",6,"NO","NO","NO","NONE",160,76
"MALE",39,"VOCATIONAL/GRAMMAR","MARRIED",1500,"PLEASED","MOST PEOPLE CAN BE TRUSTED",1,"YES","NO","NO","NONE",177,70
"MALE",54,"VOCATIONAL/GRAMMAR","MARRIED",500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",163,80
"MALE",21,"SECONDARY","SINGLE",1000,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","ACTIVE",184,70
"FEMALE",53,"PRIMARY/NO EDUCATION","MARRIED",400,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",166,80
"FEMALE",72,"VOCATIONAL/GRAMMAR","MARRIED",800,"PLEASED","IT`S DIFFICULT TO TELL",1,"NO","NO","NO","NONE",158,78
"MALE",73,"PRIMARY/NO EDUCATION","MARRIED",800,"MIXED","ONE CAN`T BE TOO CAREFUL",25,"YES","NO","NO","NONE",170,70
"MALE",30,"PRIMARY/NO EDUCATION","SINGLE",2800,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",176,76
"FEMALE",48,"VOCATIONAL/GRAMMAR","MARRIED",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",20,"YES","NO","NO","NONE",164,68
"FEMALE",51,"POST-SECONDARY OR HIGHER","MARRIED",2400,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",158,72
"FEMALE",62,"VOCATIONAL/GRAMMAR","MARRIED",1150,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",163,70
"FEMALE",60,"VOCATIONAL/GRAMMAR","MARRIED",800,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",160,75
"FEMALE",80,"SECONDARY","WIDOWED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",172,68
"MALE",42,"SECONDARY","SINGLE",0,"MOSTLY DISSATISFIED","IT`S DIFFICULT TO TELL",0,"NO","NO","YES","PASSIVE",175,75
"MALE",66,"VOCATIONAL/GRAMMAR","MARRIED",1100,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",174,85
"FEMALE",21,"SECONDARY","SINGLE",850,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","ACTIVE",168,54
"FEMALE",92,"PRIMARY/NO EDUCATION","WIDOWED",1087,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",160,80
"FEMALE",44,"SECONDARY","MARRIED",1300,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","ACTIVE",162,74
"MALE",39,"SECONDARY","SINGLE",780,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",174,70
"FEMALE",25,"POST-SECONDARY OR HIGHER","MARRIED",4500,"PLEASED","MOST PEOPLE CAN BE TRUSTED",5,"NO","NO","NO","PASSIVE",160,70
"FEMALE",63,"SECONDARY","MARRIED",1400,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",160,80
"MALE",60,"VOCATIONAL/GRAMMAR","MARRIED",1500,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",165,75
"FEMALE",52,"SECONDARY","MARRIED",1800,"PLEASED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","NONE",158,70
"FEMALE",80,"PRIMARY/NO EDUCATION","MARRIED",1040,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",154,62
"MALE",42,"SECONDARY","MARRIED",1500,"PLEASED","MOST PEOPLE CAN BE TRUSTED",4,"NO","NO","NO","NONE",176,70
"FEMALE",55,"SECONDARY","WIDOWED",1500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",160,55
"MALE",59,"SECONDARY","MARRIED",900,"PLEASED","ONE CAN`T BE TOO CAREFUL",12,"YES","NO","NO","NONE",175,74
"FEMALE",55,"SECONDARY","WIDOWED",540,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",160,70
"MALE",39,"POST-SECONDARY OR HIGHER","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","PASSIVE",185,80
"FEMALE",30,"SECONDARY","MARRIED",2200,"PLEASED","MOST PEOPLE CAN BE TRUSTED",0,"NO","NO","NO","PASSIVE",158,68
"FEMALE",46,"SECONDARY","DIVORCED",4800,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",152,56
"FEMALE",63,"POST-SECONDARY OR HIGHER","SINGLE",0,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","ACTIVE",160,90
"MALE",78,"PRIMARY/NO EDUCATION","WIDOWED",0,"MIXED","IT`S DIFFICULT TO TELL",5,"NO","NO","NO","NONE",190,97
"MALE",39,"SECONDARY","MARRIED",1100,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",180,100
"FEMALE",35,"PRIMARY/NO EDUCATION","MARRIED",1000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","NONE",156,55
