"sex","age","edu","marital","income","ls","trust","nofriend","smoke","alcabuse","wkabint","englang","height","weight"
"MALE",27,"VOCATIONAL/GRAMMAR","SINGLE",600,"MIXED","MOST PEOPLE CAN BE TRUSTED",20,"YES","NO","NO","NONE",182,96
"MALE",47,"SECONDARY","MARRIED",1800,"PLEASED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","PASSIVE",188,83
"FEMALE",48,"POST-SECONDARY OR HIGHER","MARRIED",2400,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","PASSIVE",164,82
"MALE",31,"VOCATIONAL/GRAMMAR","SINGLE",1880,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",176,85
"FEMALE",43,"SECONDARY","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",164,74
"FEMALE",50,"SECONDARY","WIDOWED",1320,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",170,73
"FEMALE",41,"POST-SECONDARY OR HIGHER","MARRIED",0,"TERRIBLE","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","YES","ACTIVE",164,75
"MALE",65,"POST-SECONDARY OR HIGHER","MARRIED",1200,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",10,"NO","NO","NO","NONE",175,91
"FEMALE",82,"PRIMARY/NO EDUCATION","MARRIED",500,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",165,105
"FEMALE",64,"PRIMARY/NO EDUCATION","MARRIED",1100,"PLEASED","ONE CAN`T BE TOO CAREFUL",30,"NO","NO","NO","NONE",173,91
"MALE",48,"POST-SECONDARY OR HIGHER","MARRIED",1600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",182,65
"FEMALE",62,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",164,60
"MALE",65,"POST-SECONDARY OR HIGHER","MARRIED",1300,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","PASSIVE",164,79
"MALE",35,"VOCATIONAL/GRAMMAR","SINGLE",620,"PLEASED","MOST PEOPLE CAN BE TRUSTED",5,"NO","YES","NO","PASSIVE",176,67
"FEMALE",29,"POST-SECONDARY OR HIGHER","MARRIED",1500,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",3,"YES","YES","YES","NONE",182,61
"FEMALE",37,"POST-SECONDARY OR HIGHER","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",17,"YES","NO","NO","NONE",170,90
"FEMALE",26,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",158,56
"MALE",45,"VOCATIONAL/GRAMMAR","MARRIED",3500,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"YES","YES","NO","NONE",180,94
"MALE",58,"VOCATIONAL/GRAMMAR","MARRIED",5000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",183,115
"FEMALE",60,"VOCATIONAL/GRAMMAR","MARRIED",1300,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",155,50
"MALE",34,"VOCATIONAL/GRAMMAR","DIVORCED",600,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",182,75
"FEMALE",66,"PRIMARY/NO EDUCATION","MARRIED",1800,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"NO","YES","NO","NONE",162,56
"MALE",45,"SECONDARY","SINGLE",1300,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","PASSIVE",175,80
"MALE",73,"POST-SECONDARY OR HIGHER","MARRIED",1230,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",168,76
"MALE",80,"PRIMARY/NO EDUCATION","WIDOWED",1222,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",169,70
"MALE",23,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",6,"YES","YES","YES","NONE",170,94
"FEMALE",56,"SECONDARY","MARRIED",600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"YES","NO","NO","NONE",170,76
"FEMALE",18,"PRIMARY/NO EDUCATION","SINGLE",1050,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","YES","ACTIVE",164,55
"MALE",39,"SECONDARY","MARRIED",1700,"PLEASED","MOST PEOPLE CAN BE TRUSTED",6,"YES","NO","NO","NONE",175,78
"MALE",45,"POST-SECONDARY OR HIGHER","MARRIED",1100,"PLEASED","ONE CAN`T BE TOO CAREFUL",12,"NO","NO","NO","NONE",178,90
"FEMALE",68,"SECONDARY","WIDOWED",4000,"PLEASED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","NONE",152,82
"FEMALE",24,"PRIMARY/NO EDUCATION","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"YES","NO","NO","NONE",160,70
"FEMALE",79,"SECONDARY","MARRIED",1280,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",159,55
"MALE",52,"VOCATIONAL/GRAMMAR","SINGLE",600,"PLEASED","ONE CAN`T BE TOO CAREFUL",27,"NO","NO","NO","NONE",164,80
"FEMALE",54,"VOCATIONAL/GRAMMAR","MARRIED",910,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",165,78
"MALE",52,"PRIMARY/NO EDUCATION","MARRIED",900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",164,56
"FEMALE",67,"PRIMARY/NO EDUCATION","MARRIED",1720,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",150,55
"FEMALE",63,"PRIMARY/NO EDUCATION","MARRIED",0,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",158,80
"MALE",33,"POST-SECONDARY OR HIGHER","MARRIED",1150,"PLEASED","IT`S DIFFICULT TO TELL",3,"YES","NO","NO","NONE",184,78
"FEMALE",25,"POST-SECONDARY OR HIGHER","MARRIED",3500,"PLEASED","MOST PEOPLE CAN BE TRUSTED",0,"NO","NO","NO","ACTIVE",168,67
"FEMALE",47,"POST-SECONDARY OR HIGHER","SINGLE",1150,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",155,65
"FEMALE",23,"POST-SECONDARY OR HIGHER","WIDOWED",9500,"PLEASED","MOST PEOPLE CAN BE TRUSTED",14,"NO","NO","NO","ACTIVE",174,77
"MALE",64,"VOCATIONAL/GRAMMAR","MARRIED",1300,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",175,97
"MALE",60,"VOCATIONAL/GRAMMAR","DIVORCED",3500,"MIXED","IT`S DIFFICULT TO TELL",5,"YES","NO","YES","NONE",164,70
"MALE",68,"VOCATIONAL/GRAMMAR","WIDOWED",1600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",25,"NO","NO","NO","NONE",168,69
"MALE",25,"SECONDARY","MARRIED",1180,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","NONE",184,60
"MALE",44,"PRIMARY/NO EDUCATION","SINGLE",0,"MIXED","IT`S DIFFICULT TO TELL",1,"NO","NO","NO","NONE",185,82
"MALE",61,"SECONDARY","SINGLE",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","NONE",176,63
"FEMALE",55,"POST-SECONDARY OR HIGHER","MARRIED",1080,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",165,86
"FEMALE",77,"PRIMARY/NO EDUCATION","WIDOWED",1600,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",160,70
"MALE",51,"PRIMARY/NO EDUCATION","MARRIED",1100,"PLEASED","IT`S DIFFICULT TO TELL",3,"YES","NO","NO","NONE",186,120
"MALE",74,"PRIMARY/NO EDUCATION","MARRIED",0,"PLEASED","IT`S DIFFICULT TO TELL",12,"YES","NO","NO","NONE",170,57
"FEMALE",58,"POST-SECONDARY OR HIGHER","DIVORCED",3000,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",158,54
"MALE",38,"VOCATIONAL/GRAMMAR","SINGLE",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","YES","ACTIVE",180,80
"MALE",41,"SECONDARY","MARRIED",4000,"PLEASED","IT`S DIFFICULT TO TELL",6,"NO","NO","NO","PASSIVE",182,84
"MALE",41,"VOCATIONAL/GRAMMAR","MARRIED",620,"PLEASED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","NONE",170,98
"FEMALE",64,"PRIMARY/NO EDUCATION","WIDOWED",540,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",160,54
"MALE",33,"VOCATIONAL/GRAMMAR","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","PASSIVE",170,96
"MALE",17,"VOCATIONAL/GRAMMAR","SINGLE",700,"MIXED","IT`S DIFFICULT TO TELL",5,"YES","NO","YES","ACTIVE",185,68
"MALE",59,"VOCATIONAL/GRAMMAR","MARRIED",2500,"MIXED","IT`S DIFFICULT TO TELL",2,"YES","YES","NO","NONE",172,83
"MALE",51,"SECONDARY","MARRIED",1800,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","YES","NONE",190,94
"MALE",29,"VOCATIONAL/GRAMMAR","SINGLE",0,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"YES","YES","YES","PASSIVE",175,55
"FEMALE",52,"SECONDARY","MARRIED",890,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",1,"NO","NO","NO","NONE",169,90
"MALE",74,"SECONDARY","MARRIED",834,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","NONE",165,110
"MALE",19,"SECONDARY","SINGLE",900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","PASSIVE",174,64
"MALE",59,"POST-SECONDARY OR HIGHER","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",168,68
"FEMALE",57,"PRIMARY/NO EDUCATION","MARRIED",2000,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",158,69
"FEMALE",17,"SECONDARY","SINGLE",0,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","PASSIVE",158,50
"MALE",25,"SECONDARY","SINGLE",850,"PLEASED","ONE CAN`T BE TOO CAREFUL",50,"YES","NO","NO","PASSIVE",186,64
"FEMALE",75,"PRIMARY/NO EDUCATION","WIDOWED",860,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",158,70
"MALE",61,"SECONDARY","MARRIED",1300,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",168,88
"MALE",18,"SECONDARY","SINGLE",1000,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",10,"NO","YES","YES","ACTIVE",176,75
"MALE",60,"PRIMARY/NO EDUCATION","MARRIED",680,"MIXED","MOST PEOPLE CAN BE TRUSTED",2,"YES","YES","NO","NONE",170,74
"FEMALE",72,"VOCATIONAL/GRAMMAR","WIDOWED",2500,"MIXED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",158,68
"MALE",66,"POST-SECONDARY OR HIGHER","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","NONE",187,110
"MALE",18,"POST-SECONDARY OR HIGHER","SINGLE",2200,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"YES","NO","NO","PASSIVE",176,60
"MALE",78,"PRIMARY/NO EDUCATION","MARRIED",2000,"MIXED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","NONE",170,106
"MALE",33,"SECONDARY","SINGLE",1480,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",185,74
"FEMALE",62,"VOCATIONAL/GRAMMAR","WIDOWED",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",160,68
"FEMALE",67,"VOCATIONAL/GRAMMAR","MARRIED",870,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",12,"NO","NO","NO","NONE",164,85
"FEMALE",80,"POST-SECONDARY OR HIGHER","WIDOWED",1600,"PLEASED","IT`S DIFFICULT TO TELL",10,"NO","NO","NO","NONE",180,80
"MALE",23,"SECONDARY","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",184,100
"MALE",74,"SECONDARY","MARRIED",1100,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",180,90
"FEMALE",28,"VOCATIONAL/GRAMMAR","SINGLE",1700,"MIXED","MOST PEOPLE CAN BE TRUSTED",4,"NO","NO","NO","ACTIVE",165,60
"FEMALE",23,"SECONDARY","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","PASSIVE",173,70
"FEMALE",55,"VOCATIONAL/GRAMMAR","MARRIED",760,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",163,63
"MALE",62,"SECONDARY","MARRIED",2700,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",176,74
"MALE",59,"PRIMARY/NO EDUCATION","WIDOWED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",170,72
"MALE",23,"VOCATIONAL/GRAMMAR","SINGLE",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",180,75
"FEMALE",23,"POST-SECONDARY OR HIGHER","MARRIED",1150,"PLEASED","ONE CAN`T BE TOO CAREFUL",12,"NO","NO","NO","NONE",164,47
"MALE",69,"SECONDARY","MARRIED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",168,103
"MALE",63,"PRIMARY/NO EDUCATION","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",25,"YES","NO","NO","NONE",175,80
"MALE",62,"VOCATIONAL/GRAMMAR","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",172,96
"MALE",74,"VOCATIONAL/GRAMMAR","MARRIED",1400,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",176,82
"MALE",22,"SECONDARY","SINGLE",511,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","YES","ACTIVE",184,75
"FEMALE",54,"SECONDARY","DIVORCED",1200,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",158,45
"MALE",39,"SECONDARY","MARRIED",1800,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",176,82
"MALE",18,"SECONDARY","SINGLE",1300,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","ACTIVE",180,55
"MALE",47,"SECONDARY","MARRIED",950,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"YES","YES","NO","PASSIVE",184,75
"FEMALE",46,"PRIMARY/NO EDUCATION","MARRIED",0,"TERRIBLE","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","YES","NONE",155,79
"FEMALE",53,"SECONDARY","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",160,75
"MALE",46,"SECONDARY","DIVORCED",2500,"MIXED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","YES","NONE",176,82
"FEMALE",55,"SECONDARY","WIDOWED",1520,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",153,65
"MALE",52,"SECONDARY","MARRIED",1650,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"YES","YES","NO","NONE",176,86
"FEMALE",52,"SECONDARY","MARRIED",490,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","PASSIVE",163,75
"FEMALE",74,"PRIMARY/NO EDUCATION","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",160,60
"FEMALE",51,"POST-SECONDARY OR HIGHER","MARRIED",1400,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","ACTIVE",164,60
"FEMALE",44,"POST-SECONDARY OR HIGHER","MARRIED",1500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",158,55
"FEMALE",86,"PRIMARY/NO EDUCATION","MARRIED",1300,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"YES","NO","NO","NONE",160,68
"FEMALE",61,"POST-SECONDARY OR HIGHER","DIVORCED",300,"MIXED","IT`S DIFFICULT TO TELL",0,"YES","YES","NO","NONE",159,60
"FEMALE",48,"PRIMARY/NO EDUCATION","MARRIED",1900,"PLEASED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","NONE",164,85
"FEMALE",64,"PRIMARY/NO EDUCATION","MARRIED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",150,75
"FEMALE",64,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",160,58
"FEMALE",17,"VOCATIONAL/GRAMMAR","SINGLE",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","YES","ACTIVE",160,60
"FEMALE",57,"VOCATIONAL/GRAMMAR","MARRIED",1100,"MIXED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",161,68
"MALE",60,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",182,96
"MALE",55,"VOCATIONAL/GRAMMAR","MARRIED",0,"UNHAPPY","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",175,75
"FEMALE",38,"SECONDARY","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","PASSIVE",175,70
"FEMALE",28,"POST-SECONDARY OR HIGHER","MARRIED",2700,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","YES","PASSIVE",165,58
"MALE",46,"PRIMARY/NO EDUCATION","MARRIED",1276,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",177,85
"FEMALE",61,"POST-SECONDARY OR HIGHER","MARRIED",2010,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",160,80
"FEMALE",58,"SECONDARY","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",20,"YES","NO","NO","NONE",172,70
"FEMALE",29,"SECONDARY","SINGLE",0,"UNHAPPY","ONE CAN`T BE TOO CAREFUL",11,"NO","NO","NO","PASSIVE",160,56
"FEMALE",63,"PRIMARY/NO EDUCATION","MARRIED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",164,61
"MALE",76,"PRIMARY/NO EDUCATION","MARRIED",1700,"PLEASED","MOST PEOPLE CAN BE TRUSTED",5,"YES","NO","NO","NONE",172,69
"FEMALE",76,"VOCATIONAL/GRAMMAR","WIDOWED",2500,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",160,75
"FEMALE",56,"POST-SECONDARY OR HIGHER","MARRIED",1100,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","PASSIVE",168,77
"MALE",58,"SECONDARY","MARRIED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",8,"YES","YES","NO","NONE",174,70
"MALE",38,"VOCATIONAL/GRAMMAR","MARRIED",600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","ACTIVE",176,59
"FEMALE",77,"PRIMARY/NO EDUCATION","WIDOWED",1080,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",170,90
"MALE",39,"POST-SECONDARY OR HIGHER","MARRIED",2400,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","PASSIVE",189,90
"MALE",52,"POST-SECONDARY OR HIGHER","MARRIED",2000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","NONE",166,80
"FEMALE",62,"PRIMARY/NO EDUCATION","MARRIED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",158,60
"MALE",79,"VOCATIONAL/GRAMMAR","WIDOWED",0,"DELIGHTED","MOST PEOPLE CAN BE TRUSTED",20,"YES","NO","NO","NONE",168,95
"FEMALE",43,"VOCATIONAL/GRAMMAR","MARRIED",750,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",162,59
"MALE",17,"SECONDARY","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",20,"YES","YES","YES","ACTIVE",190,80
"MALE",40,"PRIMARY/NO EDUCATION","SINGLE",1560,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","YES","NO","NONE",165,80
"MALE",33,"SECONDARY","MARRIED",1300,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","PASSIVE",166,86
"MALE",21,"POST-SECONDARY OR HIGHER","SINGLE",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"YES","YES","YES","ACTIVE",184,85
"FEMALE",36,"VOCATIONAL/GRAMMAR","MARRIED",3000,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",162,70
"MALE",20,"PRIMARY/NO EDUCATION","MARRIED",4500,"PLEASED","ONE CAN`T BE TOO CAREFUL",30,"NO","NO","NO","NONE",187,100
"MALE",34,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","YES","NO","NONE",187,93
"MALE",51,"SECONDARY","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",172,86
"FEMALE",64,"PRIMARY/NO EDUCATION","MARRIED",580,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",160,68
"FEMALE",54,"PRIMARY/NO EDUCATION","MARRIED",460,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",165,56
"FEMALE",44,"SECONDARY","SINGLE",920,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","PASSIVE",158,52
"MALE",89,"PRIMARY/NO EDUCATION","MARRIED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",182,132
"MALE",70,"VOCATIONAL/GRAMMAR","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",25,"NO","NO","NO","NONE",176,85
"MALE",43,"SECONDARY","MARRIED",2700,"PLEASED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","ACTIVE",182,104
"FEMALE",77,"PRIMARY/NO EDUCATION","MARRIED",0,"MIXED","MOST PEOPLE CAN BE TRUSTED",12,"YES","NO","NO","NONE",150,50
"MALE",69,"PRIMARY/NO EDUCATION","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",170,77
"FEMALE",30,"POST-SECONDARY OR HIGHER","MARRIED",1700,"PLEASED","IT`S DIFFICULT TO TELL",4,"NO","NO","NO","PASSIVE",165,72
"MALE",54,"SECONDARY","WIDOWED",2800,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"YES","NO","NO","NONE",165,58
"MALE",56,"VOCATIONAL/GRAMMAR","MARRIED",3000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",180,105
"MALE",50,"VOCATIONAL/GRAMMAR","MARRIED",3000,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",170,75
"FEMALE",20,"SECONDARY","SINGLE",980,"MIXED","ONE CAN`T BE TOO CAREFUL",14,"NO","NO","NO","ACTIVE",170,74
"MALE",46,"SECONDARY","MARRIED",3000,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",171,96
"MALE",23,"VOCATIONAL/GRAMMAR","SINGLE",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"YES","YES","YES","ACTIVE",178,76
"MALE",50,"VOCATIONAL/GRAMMAR","MARRIED",2700,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",171,91
"MALE",55,"SECONDARY","MARRIED",3000,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",170,70
"FEMALE",46,"POST-SECONDARY OR HIGHER","MARRIED",2700,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","YES","NO","NONE",164,68
"MALE",42,"SECONDARY","MARRIED",1300,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",163,87
"MALE",46,"VOCATIONAL/GRAMMAR","DIVORCED",1800,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"YES","YES","NO","NONE",170,74
"MALE",19,"VOCATIONAL/GRAMMAR","MARRIED",620,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",10,"NO","YES","NO","ACTIVE",182,75
"MALE",30,"VOCATIONAL/GRAMMAR","SINGLE",1050,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",185,95
"FEMALE",56,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",40,"NO","NO","NO","NONE",158,65
"FEMALE",67,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",164,98
"FEMALE",32,"POST-SECONDARY OR HIGHER","SINGLE",890,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","ACTIVE",174,85
"MALE",25,"VOCATIONAL/GRAMMAR","MARRIED",1150,"MIXED","IT`S DIFFICULT TO TELL",3,"NO","NO","NO","NONE",176,64
"MALE",17,"SECONDARY","SINGLE",1600,"PLEASED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","YES","ACTIVE",189,100
