"sex","age","edu","marital","income","ls","trust","nofriend","smoke","alcabuse","wkabint","englang","height","weight"
"FEMALE",82,"SECONDARY","WIDOWED",1600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",190,99
"MALE",41,"SECONDARY","MARRIED",1400,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"NO","YES","NO","NONE",165,90
"MALE",25,"SECONDARY","SINGLE",1300,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",15,"YES","NO","NO","ACTIVE",178,68
"FEMALE",35,"POST-SECONDARY OR HIGHER","MARRIED",1900,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",116,63
"FEMALE",49,"POST-SECONDARY OR HIGHER","MARRIED",2500,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",152,63
"MALE",89,"PRIMARY/NO EDUCATION","MARRIED",1700,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",160,55
"FEMALE",30,"POST-SECONDARY OR HIGHER","SINGLE",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","ACTIVE",157,56
"FEMALE",52,"POST-SECONDARY OR HIGHER","DIVORCED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",160,80
"FEMALE",71,"PRIMARY/NO EDUCATION","DIVORCED",1300,"MIXED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","NONE",170,96
"FEMALE",22,"SECONDARY","SINGLE",1100,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","ACTIVE",176,65
"MALE",34,"SECONDARY","SINGLE",0,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","PASSIVE",174,88
"FEMALE",51,"VOCATIONAL/GRAMMAR","MARRIED",500,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",160,51
"MALE",78,"POST-SECONDARY OR HIGHER","MARRIED",2400,"PLEASED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",180,86
"FEMALE",73,"SECONDARY","WIDOWED",0,"MIXED","MOST PEOPLE CAN BE TRUSTED",5,"NO","NO","NO","NONE",155,60
"MALE",80,"PRIMARY/NO EDUCATION","MARRIED",750,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",167,70
"FEMALE",58,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY DISSATISFIED","IT`S DIFFICULT TO TELL",6,"NO","NO","NO","NONE",160,68
"FEMALE",21,"VOCATIONAL/GRAMMAR","SINGLE",1300,"PLEASED","IT`S DIFFICULT TO TELL",10,"YES","NO","NO","NONE",164,60
"FEMALE",56,"SECONDARY","DIVORCED",2000,"MIXED","ONE CAN`T BE TOO CAREFUL",30,"NO","NO","NO","NONE",170,80
"FEMALE",40,"SECONDARY","MARRIED",1400,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",12,"NO","NO","NO","NONE",158,53
"MALE",38,"POST-SECONDARY OR HIGHER","MARRIED",2500,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","ACTIVE",182,95
"MALE",44,"VOCATIONAL/GRAMMAR","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",176,103
"MALE",36,"POST-SECONDARY OR HIGHER","MARRIED",10000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","ACTIVE",185,95
"MALE",28,"VOCATIONAL/GRAMMAR","MARRIED",1700,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",176,78
"FEMALE",38,"PRIMARY/NO EDUCATION","MARRIED",803,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",165,56
"FEMALE",37,"VOCATIONAL/GRAMMAR","MARRIED",200,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",160,54
"MALE",88,"PRIMARY/NO EDUCATION","WIDOWED",2100,"MIXED","ONE CAN`T BE TOO CAREFUL",12,"NO","NO","NO","NONE",158,71
"MALE",65,"PRIMARY/NO EDUCATION","MARRIED",1800,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",176,90
"FEMALE",51,"VOCATIONAL/GRAMMAR","MARRIED",400,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",169,100
"MALE",49,"VOCATIONAL/GRAMMAR","MARRIED",2000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",25,"NO","NO","NO","NONE",196,115
"MALE",49,"SECONDARY","MARRIED",1620,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",182,79
"FEMALE",88,"SECONDARY","WIDOWED",1000,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",3,"NO","YES","NO","NONE",160,80
"FEMALE",51,"SECONDARY","MARRIED",650,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",162,90
"MALE",55,"SECONDARY","DIVORCED",1400,"PLEASED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","NONE",160,60
"FEMALE",42,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",176,69
"FEMALE",27,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",163,62
"MALE",22,"VOCATIONAL/GRAMMAR","SINGLE",900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",174,68
"MALE",58,"SECONDARY","MARRIED",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","YES","NO","NONE",176,100
"MALE",54,"SECONDARY","SINGLE",1800,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","NONE",176,70
"FEMALE",28,"SECONDARY","SINGLE",7500,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","YES","NO","NONE",155,46
"MALE",53,"VOCATIONAL/GRAMMAR","MARRIED",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",175,98
"FEMALE",27,"POST-SECONDARY OR HIGHER","SINGLE",2400,"PLEASED","MOST PEOPLE CAN BE TRUSTED",5,"NO","NO","YES","ACTIVE",164,61
"FEMALE",18,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"YES","NO","NO","PASSIVE",168,53
"FEMALE",37,"VOCATIONAL/GRAMMAR","MARRIED",600,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",165,70
"MALE",28,"POST-SECONDARY OR HIGHER","SINGLE",1670,"MIXED","ONE CAN`T BE TOO CAREFUL",9,"NO","NO","NO","ACTIVE",183,86
"MALE",67,"SECONDARY","MARRIED",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","YES","NO","NONE",160,90
"FEMALE",16,"PRIMARY/NO EDUCATION","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","ACTIVE",167,59
"MALE",17,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","ACTIVE",170,54
"FEMALE",31,"POST-SECONDARY OR HIGHER","SINGLE",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",155,50
"MALE",70,"SECONDARY","MARRIED",1400,"PLEASED","IT`S DIFFICULT TO TELL",0,"NO","NO","NO","NONE",176,82
"FEMALE",54,"POST-SECONDARY OR HIGHER","SINGLE",1900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",158,65
"MALE",46,"SECONDARY","MARRIED",3500,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","YES","NO","NONE",181,98
"FEMALE",17,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","ACTIVE",173,56
"FEMALE",59,"VOCATIONAL/GRAMMAR","WIDOWED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",1,"YES","NO","NO","NONE",170,71
"FEMALE",58,"PRIMARY/NO EDUCATION","MARRIED",1300,"PLEASED","ONE CAN`T BE TOO CAREFUL",20,"YES","NO","NO","NONE",160,100
"FEMALE",74,"SECONDARY","MARRIED",870,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",160,70
"FEMALE",43,"VOCATIONAL/GRAMMAR","MARRIED",3000,"MIXED","IT`S DIFFICULT TO TELL",30,"NO","NO","NO","NONE",168,73
"MALE",22,"SECONDARY","SINGLE",0,"DELIGHTED","MOST PEOPLE CAN BE TRUSTED",8,"NO","NO","YES","ACTIVE",178,80
"MALE",20,"SECONDARY","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","PASSIVE",188,98
"MALE",67,"SECONDARY","MARRIED",2010,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",173,68
"FEMALE",28,"VOCATIONAL/GRAMMAR","DIVORCED",700,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",165,54
"FEMALE",65,"PRIMARY/NO EDUCATION","MARRIED",800,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",160,70
"FEMALE",61,"SECONDARY","WIDOWED",1370,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",158,68
"MALE",69,"PRIMARY/NO EDUCATION","MARRIED",1140,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",174,104
"FEMALE",61,"PRIMARY/NO EDUCATION","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",164,70
"MALE",31,"PRIMARY/NO EDUCATION","SINGLE",600,"MIXED","ONE CAN`T BE TOO CAREFUL",30,"NO","NO","NO","NONE",175,100
"FEMALE",23,"POST-SECONDARY OR HIGHER","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",7,"YES","NO","NO","ACTIVE",176,73
"MALE",60,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"NO","YES","YES","NONE",179,83
"MALE",32,"POST-SECONDARY OR HIGHER","MARRIED",2500,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",180,90
"MALE",53,"POST-SECONDARY OR HIGHER","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","PASSIVE",175,75
"MALE",52,"POST-SECONDARY OR HIGHER","MARRIED",2800,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","YES","NO","ACTIVE",166,64
"MALE",56,"VOCATIONAL/GRAMMAR","SINGLE",700,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",185,95
"FEMALE",59,"SECONDARY","WIDOWED",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",158,53
"FEMALE",19,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",5,"NO","NO","NO","PASSIVE",168,51
"FEMALE",65,"SECONDARY","WIDOWED",1400,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",155,68
"FEMALE",27,"POST-SECONDARY OR HIGHER","MARRIED",3100,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","ACTIVE",162,64
"MALE",57,"SECONDARY","MARRIED",600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",168,90
"FEMALE",46,"SECONDARY","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",168,86
"MALE",32,"VOCATIONAL/GRAMMAR","MARRIED",1800,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",4,"YES","NO","NO","PASSIVE",176,90
"FEMALE",39,"VOCATIONAL/GRAMMAR","MARRIED",1300,"PLEASED","ONE CAN`T BE TOO CAREFUL",15,"YES","NO","NO","NONE",165,53
"MALE",71,"VOCATIONAL/GRAMMAR","MARRIED",700,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","NONE",176,76
"MALE",69,"POST-SECONDARY OR HIGHER","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","PASSIVE",175,76
"FEMALE",81,"PRIMARY/NO EDUCATION","WIDOWED",3300,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",156,80
"MALE",62,"POST-SECONDARY OR HIGHER","MARRIED",3200,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",8,"NO","NO","NO","NONE",185,110
"FEMALE",60,"PRIMARY/NO EDUCATION","WIDOWED",700,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",164,73
"FEMALE",64,"SECONDARY","MARRIED",1300,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","PASSIVE",160,75
"MALE",61,"VOCATIONAL/GRAMMAR","MARRIED",2900,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","YES","NO","NONE",160,78
"FEMALE",40,"SECONDARY","MARRIED",950,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","NONE",163,68
"MALE",21,"SECONDARY","SINGLE",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","ACTIVE",180,102
"MALE",70,"PRIMARY/NO EDUCATION","MARRIED",2200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",187,80
"FEMALE",31,"SECONDARY","SINGLE",480,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","ACTIVE",166,65
"MALE",49,"VOCATIONAL/GRAMMAR","MARRIED",2500,"PLEASED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","ACTIVE",176,72
"MALE",49,"PRIMARY/NO EDUCATION","SINGLE",604,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",176,76
"MALE",21,"SECONDARY","SINGLE",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",6,"NO","YES","YES","ACTIVE",170,75
"FEMALE",23,"SECONDARY","SINGLE",0,"PLEASED","IT`S DIFFICULT TO TELL",6,"NO","YES","NO","ACTIVE",160,53
"MALE",60,"VOCATIONAL/GRAMMAR","MARRIED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",180,78
"MALE",63,"PRIMARY/NO EDUCATION","MARRIED",1700,"PLEASED","IT`S DIFFICULT TO TELL",10,"NO","NO","NO","NONE",176,80
"MALE",18,"PRIMARY/NO EDUCATION","SINGLE",0,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","ACTIVE",189,84
"FEMALE",80,"SECONDARY","WIDOWED",2000,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",1,"NO","NO","NO","NONE",158,70
"FEMALE",32,"POST-SECONDARY OR HIGHER","MARRIED",0,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",6,"NO","NO","NO","NONE",170,63
"FEMALE",70,"PRIMARY/NO EDUCATION","WIDOWED",780,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",164,70
"FEMALE",78,"PRIMARY/NO EDUCATION","WIDOWED",3900,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",155,66
"MALE",78,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",170,65
"MALE",44,"POST-SECONDARY OR HIGHER","MARRIED",4000,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","ACTIVE",173,80
"MALE",19,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","YES","ACTIVE",194,77
"FEMALE",26,"POST-SECONDARY OR HIGHER","SINGLE",1200,"PLEASED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","ACTIVE",168,65
"FEMALE",52,"VOCATIONAL/GRAMMAR","WIDOWED",1300,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",168,69
"MALE",22,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","ACTIVE",178,80
"FEMALE",37,"POST-SECONDARY OR HIGHER","MARRIED",1800,"PLEASED","ONE CAN`T BE TOO CAREFUL",20,"YES","NO","NO","PASSIVE",165,60
"FEMALE",30,"SECONDARY","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","PASSIVE",165,70
"MALE",21,"SECONDARY","SINGLE",260,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","YES","PASSIVE",174,70
"FEMALE",27,"SECONDARY","SINGLE",4800,"PLEASED","IT`S DIFFICULT TO TELL",6,"NO","NO","NO","PASSIVE",170,65
"MALE",54,"POST-SECONDARY OR HIGHER","MARRIED",5000,"PLEASED","ONE CAN`T BE TOO CAREFUL",99,"NO","YES","NO","PASSIVE",175,84
"MALE",43,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",20,"NO","NO","NO","NONE",182,105
"MALE",19,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","PASSIVE",180,65
"FEMALE",37,"POST-SECONDARY OR HIGHER","MARRIED",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",1,"NO","NO","NO","PASSIVE",161,69
"MALE",62,"VOCATIONAL/GRAMMAR","DIVORCED",1900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",40,"YES","NO","NO","NONE",182,91
"MALE",53,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"YES","NO","YES","NONE",170,65
"MALE",45,"VOCATIONAL/GRAMMAR","MARRIED",1700,"PLEASED","IT`S DIFFICULT TO TELL",2,"NO","NO","NO","NONE",178,110
"FEMALE",32,"VOCATIONAL/GRAMMAR","WIDOWED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",0,"YES","NO","NO","NONE",160,81
"FEMALE",57,"PRIMARY/NO EDUCATION","MARRIED",450,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",154,56
"FEMALE",38,"VOCATIONAL/GRAMMAR","DIVORCED",1400,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",160,58
"FEMALE",43,"SECONDARY","DIVORCED",1000,"MOSTLY DISSATISFIED","MOST PEOPLE CAN BE TRUSTED",1,"YES","NO","NO","NONE",165,50
"MALE",50,"VOCATIONAL/GRAMMAR","DIVORCED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"YES","YES","NO","NONE",174,78
"FEMALE",62,"VOCATIONAL/GRAMMAR","MARRIED",450,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",163,64
"FEMALE",55,"SECONDARY","MARRIED",1600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",160,56
"MALE",17,"PRIMARY/NO EDUCATION","SINGLE",0,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","NONE",180,70
"FEMALE",79,"PRIMARY/NO EDUCATION","WIDOWED",950,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",162,65
"FEMALE",43,"VOCATIONAL/GRAMMAR","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",165,70
"FEMALE",46,"PRIMARY/NO EDUCATION","DIVORCED",620,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",1,"YES","NO","NO","NONE",165,44
"MALE",44,"VOCATIONAL/GRAMMAR","MARRIED",1600,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",172,95
"MALE",19,"VOCATIONAL/GRAMMAR","SINGLE",0,"MIXED","IT`S DIFFICULT TO TELL",6,"NO","NO","NO","NONE",188,78
"FEMALE",35,"POST-SECONDARY OR HIGHER","MARRIED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","PASSIVE",154,65
"MALE",22,"SECONDARY","SINGLE",470,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",0,"YES","YES","YES","PASSIVE",185,90
"MALE",31,"PRIMARY/NO EDUCATION","MARRIED",1180,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",180,117
"FEMALE",53,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",13,"YES","NO","NO","NONE",164,75
"MALE",39,"SECONDARY","MARRIED",2500,"PLEASED","IT`S DIFFICULT TO TELL",10,"YES","NO","NO","NONE",176,75
"MALE",43,"VOCATIONAL/GRAMMAR","MARRIED",700,"TERRIBLE","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","YES","NONE",180,95
"FEMALE",65,"VOCATIONAL/GRAMMAR","MARRIED",620,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",158,58
"MALE",75,"PRIMARY/NO EDUCATION","SINGLE",850,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",170,60
"MALE",66,"PRIMARY/NO EDUCATION","MARRIED",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",170,70
"FEMALE",40,"SECONDARY","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",7,"YES","NO","NO","NONE",170,70
"FEMALE",36,"POST-SECONDARY OR HIGHER","MARRIED",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",6,"NO","NO","NO","PASSIVE",172,78
"MALE",63,"SECONDARY","MARRIED",4800,"PLEASED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","NONE",162,80
"MALE",17,"VOCATIONAL/GRAMMAR","SINGLE",0,"DELIGHTED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","YES","NONE",170,58
"MALE",19,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","PASSIVE",181,63
"FEMALE",30,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",1,"YES","NO","NO","NONE",165,54
"MALE",29,"PRIMARY/NO EDUCATION","SINGLE",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"YES","NO","NO","NONE",165,64
"MALE",26,"PRIMARY/NO EDUCATION","SINGLE",1260,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",11,"NO","NO","NO","ACTIVE",181,70
"MALE",86,"SECONDARY","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",155,68
"MALE",22,"SECONDARY","SINGLE",1300,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",20,"NO","YES","YES","ACTIVE",190,80
"FEMALE",22,"SECONDARY","SINGLE",0,"DELIGHTED","IT`S DIFFICULT TO TELL",36,"NO","NO","YES","ACTIVE",176,54
"MALE",60,"PRIMARY/NO EDUCATION","DIVORCED",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",30,"YES","NO","NO","NONE",165,75
"FEMALE",18,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","IT`S DIFFICULT TO TELL",6,"NO","NO","NO","ACTIVE",160,70
"FEMALE",21,"SECONDARY","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","ACTIVE",170,51
"MALE",46,"VOCATIONAL/GRAMMAR","WIDOWED",2400,"PLEASED","ONE CAN`T BE TOO CAREFUL",12,"NO","NO","NO","NONE",169,76
"FEMALE",21,"SECONDARY","SINGLE",1600,"DELIGHTED","MOST PEOPLE CAN BE TRUSTED",5,"YES","NO","NO","ACTIVE",165,60
"FEMALE",47,"POST-SECONDARY OR HIGHER","MARRIED",2500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",170,75
"MALE",42,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",165,82
"FEMALE",28,"POST-SECONDARY OR HIGHER","SINGLE",600,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"YES","YES","YES","PASSIVE",166,64
"FEMALE",38,"POST-SECONDARY OR HIGHER","MARRIED",2800,"PLEASED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","ACTIVE",165,74
"FEMALE",42,"POST-SECONDARY OR HIGHER","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",166,70
"FEMALE",36,"VOCATIONAL/GRAMMAR","MARRIED",1600,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",155,52
"FEMALE",22,"SECONDARY","SINGLE",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",14,"NO","NO","YES","ACTIVE",160,58
"FEMALE",61,"PRIMARY/NO EDUCATION","MARRIED",570,"MIXED","IT`S DIFFICULT TO TELL",4,"NO","NO","NO","NONE",150,50
"FEMALE",25,"POST-SECONDARY OR HIGHER","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","PASSIVE",168,55
"MALE",31,"VOCATIONAL/GRAMMAR","MARRIED",2000,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",170,70
"MALE",34,"POST-SECONDARY OR HIGHER","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","PASSIVE",178,90
"MALE",61,"POST-SECONDARY OR HIGHER","MARRIED",3500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","YES","NO","NONE",180,112
"FEMALE",25,"POST-SECONDARY OR HIGHER","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","ACTIVE",170,60
