"age","workclass","education","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
32,"Private","11th","Married-civ-spouse","Other-service","Wife","White","Female",0,0,60,"United-States","<=50K"
38,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
61,"Self-emp-not-inc","Some-college","Widowed","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
62,"Self-emp-inc","Masters","Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
29,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",5013,0,40,"United-States","<=50K"
26,"Private","HS-grad","Never-married","Protective-serv","Not-in-family","Black","Female",0,0,32,"United-States","<=50K"
19,"Private","Some-college","Never-married","Farming-fishing","Own-child","White","Male",0,0,50,"United-States","<=50K"
40,"Private","10th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",7298,0,40,"United-States",">50K"
42,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",2885,0,45,"United-States","<=50K"
55,"Private","Masters","Never-married","Prof-specialty","Other-relative","Asian-Pac-Islander","Female",0,0,40,"Asia","<=50K"
55,"Private","HS-grad","Married-civ-spouse","Other-service","Wife","Black","Female",2407,0,35,"United-States","<=50K"
43,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
39,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Federal-gov","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States",">50K"
28,"Private","HS-grad","Never-married","Other-service","Unmarried","White","Female",0,0,40,"Mexico","<=50K"
36,"Private","Some-college","Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States","<=50K"
49,"Private","Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K"
41,"Private","Some-college","Divorced","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","<=50K"
60,"Private","7th-8th","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States","<=50K"
35,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States","<=50K"
36,"State-gov","Bachelors","Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
51,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
23,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Male",0,0,40,"South-America","<=50K"
51,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
17,"Private","11th","Never-married","Sales","Own-child","White","Female",1055,0,18,"Asia","<=50K"
33,"Self-emp-not-inc","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,25,"United-States","<=50K"
50,"Private","HS-grad","Divorced","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
38,"Private","12th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
18,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K"
26,"Private","HS-grad","Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
21,"Private","Some-college","Never-married","Sales","Own-child","White","Female",0,0,47,"United-States","<=50K"
26,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,52,"United-States","<=50K"
30,"Local-gov","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
33,"Local-gov","HS-grad","Never-married","Other-service","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
42,"State-gov","Some-college","Divorced","Transport-moving","Unmarried","White","Male",0,0,38,"United-States","<=50K"
28,"Private","Prof-school","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
20,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,35,"United-States","<=50K"
66,"Local-gov","Bachelors","Widowed","Prof-specialty","Not-in-family","Black","Female",0,2206,25,"United-States","<=50K"
31,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,50,"Asia","<=50K"
36,"Private","Some-college","Divorced","Adm-clerical","Unmarried","White","Male",0,0,40,"Canada","<=50K"
39,"Federal-gov","Assoc-acdm","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States",">50K"
52,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
61,"Private","7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male",7688,0,40,"Europe",">50K"
27,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
45,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
21,"Private","9th","Never-married","Other-service","Own-child","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
25,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
24,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K"
38,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"Europe","<=50K"
29,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,50,"United-States",">50K"
45,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States","<=50K"
59,"Private","10th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
41,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
23,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
43,"Private","Some-college","Divorced","Adm-clerical","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
17,"Private","11th","Never-married","Sales","Own-child","White","Male",0,0,20,"United-States","<=50K"
32,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",">50K"
42,"Private","Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
68,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2392,40,"United-States",">50K"
55,"Federal-gov","HS-grad","Married-civ-spouse","Tech-support","Husband","White","Male",0,1887,40,"United-States",">50K"
43,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
61,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
47,"Private","HS-grad","Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,60,"United-States","<=50K"
21,"Self-emp-not-inc","7th-8th","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
39,"Private","Some-college","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
39,"Private","11th","Divorced","Craft-repair","Not-in-family","White","Male",0,1876,46,"United-States","<=50K"
34,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","Black","Male",0,2179,40,"United-States","<=50K"
27,"Private","Bachelors","Divorced","Handlers-cleaners","Own-child","Black","Male",0,0,40,"United-States","<=50K"
21,"State-gov","Some-college","Never-married","Other-service","Own-child","Black","Female",0,0,12,"United-States","<=50K"
25,"Private","5th-6th","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"Mexico","<=50K"
51,"Self-emp-inc","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
35,"Private","Bachelors","Never-married","Sales","Own-child","Black","Female",0,0,40,"United-States","<=50K"
19,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",0,0,12,"United-States","<=50K"
27,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,55,"United-States",">50K"
34,"Private","Some-college","Never-married","Sales","Other-relative","Black","Female",0,0,35,"United-States","<=50K"
36,"Private","HS-grad","Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
33,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States","<=50K"
60,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
42,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",">50K"
47,"Federal-gov","HS-grad","Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,0,40,"United-States","<=50K"
42,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,75,"United-States",">50K"
34,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"United-States",">50K"
21,"Private","HS-grad","Never-married","Other-service","Own-child","White","Female",0,0,32,"United-States","<=50K"
30,"Private","Masters","Married-civ-spouse","Other-service","Husband","White","Male",0,0,15,"United-States",">50K"
53,"Private","Masters","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"United-States",">50K"
34,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Europe","<=50K"
37,"Private","Bachelors","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Private","HS-grad","Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","<=50K"
31,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
30,"Private","Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
33,"Private","HS-grad","Divorced","Transport-moving","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
41,"Local-gov","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
23,"State-gov","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,30,"United-States","<=50K"
65,"Private","Some-college","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
30,"Private","HS-grad","Never-married","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
51,"Private","Assoc-voc","Married-civ-spouse","Other-service","Husband","White","Male",4064,0,55,"United-States","<=50K"
30,"Local-gov","Some-college","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
49,"Private","Masters","Divorced","Sales","Not-in-family","White","Male",4787,0,45,"United-States",">50K"
37,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",3137,0,30,"United-States","<=50K"
42,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
62,"Private","Assoc-voc","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,45,"United-States",">50K"
31,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",5178,0,40,"United-States",">50K"
50,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,20,"United-States",">50K"
33,"Private","Bachelors","Married-civ-spouse","Adm-clerical","Other-relative","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
27,"Private","Some-college","Never-married","Transport-moving","Other-relative","White","Male",0,0,40,"United-States","<=50K"
31,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",4386,0,40,"Mexico",">50K"
35,"Private","Some-college","Never-married","Machine-op-inspct","Other-relative","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
55,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,6,"United-States",">50K"
54,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1977,35,"United-States",">50K"
56,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,48,"United-States",">50K"
21,"Private","Assoc-voc","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
66,"Private","7th-8th","Widowed","Other-service","Not-in-family","White","Female",0,0,20,"Europe","<=50K"
46,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
23,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
43,"Private","Masters","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
40,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,55,"United-States","<=50K"
52,"Private","5th-6th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Mexico","<=50K"
59,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
36,"Local-gov","Assoc-voc","Separated","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","<=50K"
33,"Private","HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
21,"Private","HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
42,"Self-emp-not-inc","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
62,"Private","HS-grad","Widowed","Sales","Not-in-family","White","Female",0,0,43,"United-States","<=50K"
54,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
35,"Private","7th-8th","Never-married","Machine-op-inspct","Own-child","White","Female",0,0,30,"United-States","<=50K"
36,"Private","Assoc-acdm","Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"Private","HS-grad","Never-married","Adm-clerical","Other-relative","White","Female",0,0,45,"United-States","<=50K"
30,"Private","HS-grad","Separated","Farming-fishing","Unmarried","White","Female",0,0,14,"United-States","<=50K"
46,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
32,"Private","5th-6th","Married-civ-spouse","Machine-op-inspct","Wife","Asian-Pac-Islander","Female",0,0,40,"Asia",">50K"
21,"Private","Some-college","Never-married","Sales","Other-relative","White","Male",0,0,64,"United-States","<=50K"
39,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
54,"Private","HS-grad","Married-spouse-absent","Exec-managerial","Not-in-family","White","Female",0,0,43,"United-States","<=50K"
32,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3464,0,40,"United-States","<=50K"
23,"Private","HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
42,"Private","1st-4th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Europe","<=50K"
28,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
28,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private","Assoc-acdm","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
19,"Private","Some-college","Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
27,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,35,"United-States","<=50K"
54,"Private","1st-4th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
19,"Private","HS-grad","Never-married","Sales","Own-child","White","Female",0,0,35,"United-States","<=50K"
27,"Private","Some-college","Never-married","Sales","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
35,"Private","Assoc-acdm","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
19,"Local-gov","Some-college","Never-married","Prof-specialty","Own-child","White","Female",0,0,20,"United-States","<=50K"
30,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",">50K"
32,"Private","Bachelors","Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
31,"Private","Some-college","Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
26,"Private","Assoc-voc","Never-married","Sales","Other-relative","Black","Male",0,0,65,"United-States","<=50K"
44,"Private","Some-college","Widowed","Sales","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
52,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
30,"Private","Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
32,"Self-emp-not-inc","HS-grad","Never-married","Other-service","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
19,"Self-emp-not-inc","HS-grad","Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
33,"Private","HS-grad","Separated","Machine-op-inspct","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
20,"Private","Some-college","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
61,"Private","7th-8th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private","Some-college","Never-married","Other-service","Not-in-family","Black","Female",0,0,35,"United-States","<=50K"
24,"Private","Some-college","Never-married","Sales","Own-child","White","Female",0,0,35,"United-States","<=50K"
31,"Self-emp-not-inc","Bachelors","Divorced","Craft-repair","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
32,"Private","Assoc-voc","Divorced","Exec-managerial","Unmarried","White","Female",0,0,50,"United-States","<=50K"
29,"Private","Assoc-acdm","Married-civ-spouse","Tech-support","Wife","White","Female",0,0,40,"United-States","<=50K"
61,"Private","10th","Divorced","Other-service","Not-in-family","White","Male",0,0,24,"United-States","<=50K"
48,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,50,"United-States","<=50K"
29,"Federal-gov","Assoc-acdm","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
22,"Private","Assoc-acdm","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,15,"United-States","<=50K"
32,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,40,"United-States","<=50K"
38,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Private","Some-college","Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
26,"Private","HS-grad","Never-married","Craft-repair","Other-relative","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
35,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male",8614,0,40,"United-States",">50K"
62,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
28,"Private","HS-grad","Never-married","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
50,"Private","HS-grad","Separated","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
34,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Male",99999,0,50,"United-States",">50K"
37,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
63,"Private","1st-4th","Widowed","Machine-op-inspct","Unmarried","White","Female",0,0,44,"Europe","<=50K"
35,"Private","9th","Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
55,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
40,"Private","HS-grad","Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States",">50K"
25,"Private","HS-grad","Married-civ-spouse","Sales","Husband","Other","Male",0,0,50,"United-States","<=50K"
51,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,40,"United-States",">50K"
54,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,55,"United-States",">50K"
47,"Local-gov","Some-college","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",">50K"
26,"Private","Bachelors","Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
46,"Private","Assoc-voc","Married-spouse-absent","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
24,"Private","12th","Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"United-States","<=50K"
19,"Private","7th-8th","Never-married","Adm-clerical","Own-child","White","Male",0,0,80,"United-States","<=50K"
35,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
36,"Local-gov","Bachelors","Never-married","Prof-specialty","Own-child","Black","Male",0,0,35,"United-States","<=50K"
18,"Private","12th","Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
46,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
30,"Private","HS-grad","Never-married","Other-service","Unmarried","Black","Female",0,0,32,"United-States","<=50K"
29,"Private","HS-grad","Never-married","Other-service","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
65,"Private","HS-grad","Widowed","Other-service","Unmarried","Black","Female",0,0,20,"South-America","<=50K"
41,"Private","Masters","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K"
34,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
58,"Private","7th-8th","Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
39,"State-gov","HS-grad","Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
21,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
31,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",">50K"
33,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
28,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
32,"Private","HS-grad","Never-married","Adm-clerical","Unmarried","Black","Female",2977,0,35,"United-States","<=50K"
32,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,55,"United-States",">50K"
31,"Private","HS-grad","Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
41,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,40,"United-States",">50K"
48,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","Asian-Pac-Islander","Male",0,0,45,"Asia",">50K"
27,"Private","HS-grad","Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
45,"Private","HS-grad","Widowed","Craft-repair","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
34,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
17,"Private","10th","Never-married","Sales","Own-child","White","Female",0,0,10,"United-States","<=50K"
25,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,23,"United-States","<=50K"
34,"Self-emp-inc","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,62,"United-States",">50K"
33,"Private","HS-grad","Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
21,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
22,"Private","HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
61,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,42,"United-States","<=50K"
40,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,30,"United-States",">50K"
58,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,12,"United-States","<=50K"
30,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,58,"United-States","<=50K"
24,"Private","HS-grad","Never-married","Craft-repair","Own-child","White","Male",0,0,60,"United-States","<=50K"
52,"Self-emp-not-inc","12th","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
50,"Private","HS-grad","Widowed","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
49,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,30,"United-States","<=50K"
22,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
21,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
25,"Private","Some-college","Never-married","Machine-op-inspct","Own-child","White","Female",0,0,50,"United-States","<=50K"
34,"Self-emp-inc","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States","<=50K"
48,"Private","10th","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
21,"Private","Some-college","Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
20,"Private","7th-8th","Never-married","Machine-op-inspct","Own-child","White","Female",0,0,52,"United-States","<=50K"
30,"State-gov","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
44,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
44,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","Black","Male",0,0,60,"United-States","<=50K"
29,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
31,"Private","Prof-school","Divorced","Tech-support","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
35,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
26,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
37,"Self-emp-not-inc","9th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,70,"United-States",">50K"
44,"Private","7th-8th","Married-civ-spouse","Other-service","Wife","White","Female",0,0,55,"United-States","<=50K"
34,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Local-gov","Assoc-acdm","Never-married","Craft-repair","Own-child","White","Male",0,0,5,"United-States","<=50K"
30,"Private","Some-college","Married-civ-spouse","Other-service","Wife","White","Female",0,0,45,"United-States","<=50K"
41,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States","<=50K"
23,"Private","Bachelors","Never-married","Tech-support","Own-child","White","Female",0,0,40,"United-States","<=50K"
19,"Private","HS-grad","Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,70,"United-States","<=50K"
48,"Private","1st-4th","Married-civ-spouse","Farming-fishing","Husband","White","Male",3781,0,50,"Mexico","<=50K"
26,"State-gov","Some-college","Never-married","Other-service","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
